# Constructed from biom file
#OTU ID	MM31	MM42	MM40	MM7	MM6	MM37	MM4	MM3	MM38	MM25	MM9	MM28	MM2	MM14	MM1	MM33	MM32	MM8	MM45	MM16	MM13	MM26	MM34	MM5	MM18	MM10	MM23	MM17	MM39	MM11	MM41	MM19	MM27	MM22	MM24	MM29	MM15	MM21	MM12	MM36	MM20	MM30	MM35	MM43	MM44	ConsensusLineage
KC329580.1.1488	630.0	417.0	257.0	315.0	294.0	377.0	181.0	352.0	378.0	156.0	176.0	141.0	194.0	285.0	181.0	342.0	183.0	137.0	161.0	245.0	87.0	41.0	93.0	120.0	70.0	105.0	285.0	31.0	335.0	61.0	291.0	74.0	48.0	99.0	141.0	59.0	65.0	77.0	21.0	505.0	52.0	37.0	721.0	327.0	272.0	D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__Gemmatimonadales; D_4__Gemmatimonadaceae; D_5__Gemmatimonas; D_6__uncultured Gemmatimonadetes bacterium
JN867703.1.1370	3.0	5.0	4.0	1.0	1.0	4.0	0.0	3.0	4.0	1.0	0.0	3.0	0.0	9.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	3.0	1.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	1.0	2.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae; D_5__uncultured; D_6__uncultured planctomycete
EU570605.1.1423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Streptomycetales; D_4__Streptomycetaceae; D_5__Streptomyces; Ambiguous_taxa
FJ004744.1.1329	738.0	1234.0	432.0	203.0	1100.0	336.0	163.0	558.0	489.0	167.0	303.0	759.0	274.0	1032.0	251.0	1611.0	470.0	146.0	164.0	884.0	74.0	43.0	253.0	208.0	63.0	332.0	1068.0	112.0	549.0	161.0	439.0	150.0	34.0	79.0	147.0	76.0	67.0	110.0	40.0	416.0	65.0	47.0	2799.0	476.0	235.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Acidobacteriales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
JX098780.1.1319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Chloroflexia; D_3__Thermomicrobiales; D_4__JG30-KF-CM45; D_5__uncultured bacterium; D_6__uncultured bacterium
KF037807.1.1496	53.0	796.0	1078.0	794.0	177.0	1517.0	110.0	448.0	4442.0	85.0	20.0	25.0	42.0	694.0	113.0	4.0	1.0	19.0	721.0	71.0	4.0	23.0	2.0	133.0	2.0	8.0	45.0	30.0	2015.0	15.0	406.0	11.0	27.0	16.0	45.0	32.0	2.0	3.0	3.0	6672.0	24.0	5.0	3.0	611.0	886.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; Ambiguous_taxa; Ambiguous_taxa
JQ825208.1.1477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae; D_5__uncultured; Ambiguous_taxa
EU133100.1.1377	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Solirubrobacterales; D_4__67-14; D_5__uncultured bacterium; D_6__uncultured bacterium
EU881132.1.1528	5.0	1.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	3.0	4.0	0.0	D_0__Bacteria; D_1__Rokubacteria; D_2__NC10; D_3__Rokubacteriales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
EF019377.1.1345	58.0	40.0	30.0	31.0	44.0	19.0	21.0	34.0	27.0	38.0	20.0	17.0	14.0	40.0	12.0	50.0	31.0	38.0	6.0	23.0	17.0	25.0	26.0	27.0	9.0	13.0	33.0	8.0	11.0	5.0	15.0	18.0	7.0	27.0	25.0	9.0	8.0	28.0	2.0	26.0	1.0	9.0	16.0	23.0	2.0	D_0__Bacteria; D_1__Chloroflexi; D_2__TK10; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
KM108668.1.1502	23.0	108.0	43.0	19.0	82.0	9.0	29.0	58.0	36.0	71.0	44.0	154.0	37.0	48.0	42.0	87.0	47.0	81.0	4.0	210.0	61.0	54.0	17.0	36.0	50.0	17.0	299.0	91.0	3.0	34.0	61.0	38.0	25.0	102.0	140.0	23.0	54.0	80.0	26.0	10.0	14.0	24.0	3.0	7.0	2.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Steroidobacterales; D_4__Steroidobacteraceae; D_5__Steroidobacter; D_6__uncultured Steroidobacter sp.
LN573161.1.1354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales; D_4__Frankiaceae; D_5__Jatrophihabitans; D_6__uncultured bacterium
KF663800.1.1372	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Rhizobiaceae; D_5__Mesorhizobium; Ambiguous_taxa
HM445411.1.1359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	16.0	11.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__uncultured; Ambiguous_taxa
HQ119055.1.1525	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
JQ684262.1.1503	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
HQ729852.1.1492	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6; D_3__uncultured Acidobacteria bacterium; D_4__uncultured Acidobacteria bacterium; D_5__uncultured Acidobacteria bacterium; D_6__uncultured Acidobacteria bacterium
KP696366.1.1434	9.0	50.0	29.0	36.0	13.0	12.0	23.0	28.0	40.0	11.0	22.0	2.0	16.0	17.0	14.0	11.0	4.0	19.0	9.0	17.0	4.0	20.0	3.0	17.0	11.0	35.0	12.0	5.0	6.0	1.0	6.0	23.0	19.0	7.0	45.0	4.0	7.0	48.0	3.0	7.0	1.0	2.0	4.0	8.0	8.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Streptomycetales; D_4__Streptomycetaceae; D_5__Streptomyces; Ambiguous_taxa
FPLS01032573.4.1511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 5; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
DQ130040.1.1402	0.0	0.0	0.0	3.0	2.0	0.0	0.0	5.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Chloroflexia; D_3__Thermomicrobiales; D_4__JG30-KF-CM45; Ambiguous_taxa; Ambiguous_taxa
FPLS01008443.19.1481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	1.0	0.0	0.0	17.0	11.0	6.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	8.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	7.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__SM1A02; D_6__metagenome
FPLS01044982.10.1479	0.0	0.0	10.0	23.0	14.0	0.0	1.0	2.0	5.0	3.0	0.0	1.0	3.0	16.0	0.0	7.0	5.0	2.0	1.0	2.0	4.0	0.0	1.0	2.0	2.0	1.0	3.0	0.0	0.0	3.0	1.0	2.0	0.0	3.0	3.0	1.0	2.0	7.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Acetobacterales; D_4__Acetobacteraceae; D_5__Rhodovastum; D_6__metagenome
JN541160.1.1507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Coxiellales; D_4__Coxiellaceae; D_5__Coxiella; D_6__uncultured gamma proteobacterium
GQ339167.1.1460	7.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	6.0	3.0	2.0	1.0	0.0	0.0	1.0	2.0	46.0	35.0	0.0	6.0	9.0	1.0	8.0	2.0	7.0	4.0	18.0	4.0	0.0	2.0	0.0	3.0	0.0	2.0	10.0	2.0	6.0	2.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Acidobacteriales; D_4__uncultured; Ambiguous_taxa; Ambiguous_taxa
JN802345.1.1337	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Acidobacteriales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
DQ469230.1.1515	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bacteriovoracaceae; D_5__Bacteriovorax; Ambiguous_taxa
GU208254.1.1439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__SC-I-84; Ambiguous_taxa; Ambiguous_taxa
KF182253.1.1493	24.0	80.0	102.0	170.0	84.0	94.0	70.0	87.0	88.0	54.0	9.0	26.0	27.0	235.0	17.0	40.0	8.0	5.0	39.0	111.0	6.0	8.0	13.0	60.0	19.0	3.0	48.0	10.0	111.0	10.0	11.0	12.0	27.0	11.0	15.0	28.0	0.0	12.0	1.0	380.0	8.0	5.0	7.0	686.0	82.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Flavisolibacter; D_6__uncultured bacterium
DQ906813.1.1419	20.0	24.0	6.0	6.0	6.0	5.0	8.0	15.0	11.0	10.0	4.0	10.0	12.0	11.0	3.0	32.0	17.0	12.0	2.0	4.0	3.0	8.0	5.0	4.0	4.0	1.0	18.0	1.0	7.0	1.0	26.0	9.0	6.0	11.0	10.0	3.0	6.0	10.0	2.0	10.0	0.0	4.0	10.0	8.0	2.0	D_0__Bacteria; D_1__Chloroflexi; D_2__TK10; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
LN562164.1.1357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Cellulomonadaceae; D_5__Pseudactinotalea; D_6__uncultured bacterium
KC855030.1.1478	1.0	2.0	0.0	9.0	3.0	2.0	9.0	13.0	0.0	24.0	7.0	8.0	7.0	4.0	4.0	34.0	25.0	34.0	0.0	21.0	17.0	14.0	1.0	3.0	5.0	4.0	27.0	1.0	1.0	5.0	4.0	13.0	4.0	27.0	21.0	3.0	15.0	11.0	2.0	1.0	2.0	14.0	1.0	4.0	2.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Thermoanaerobaculia; D_3__Thermoanaerobaculales; D_4__Thermoanaerobaculaceae; D_5__Subgroup 10; D_6__Acidobacteria bacterium WX184
EF516609.1.1430	25.0	23.0	24.0	24.0	26.0	9.0	5.0	20.0	22.0	8.0	8.0	15.0	11.0	14.0	7.0	7.0	7.0	11.0	16.0	14.0	7.0	5.0	0.0	6.0	2.0	19.0	9.0	2.0	8.0	0.0	10.0	3.0	4.0	6.0	3.0	0.0	6.0	3.0	0.0	12.0	2.0	2.0	10.0	6.0	4.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Tepidisphaerales; D_4__WD2101 soil group; Ambiguous_taxa; Ambiguous_taxa
FJ375472.1.1515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Ideonella; D_6__uncultured bacterium
FJ516992.1.1523	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	3.0	5.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__MBNT15; D_4__uncultured delta proteobacterium; D_5__uncultured delta proteobacterium; D_6__uncultured delta proteobacterium
KJ191902.1.1519	4.0	32.0	12.0	30.0	58.0	0.0	23.0	35.0	60.0	20.0	48.0	37.0	14.0	100.0	14.0	11.0	3.0	7.0	2.0	49.0	8.0	7.0	1.0	18.0	8.0	29.0	61.0	9.0	4.0	11.0	15.0	11.0	13.0	23.0	74.0	16.0	7.0	12.0	7.0	5.0	3.0	19.0	0.0	1.0	3.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Haliangiaceae; D_5__Haliangium; Ambiguous_taxa
KC119156.1.1440	0.0	2.0	0.0	3.0	3.0	0.0	2.0	12.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	1.0	4.0	3.0	1.0	0.0	0.0	1.0	0.0	5.0	7.0	13.0	10.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Pseudonocardiales; D_4__Pseudonocardiaceae; D_5__Amycolatopsis; D_6__Amycolatopsis sp. 3M1
FJ478549.1.1510	10.0	61.0	7.0	15.0	26.0	2.0	18.0	41.0	21.0	43.0	15.0	20.0	32.0	16.0	36.0	64.0	26.0	33.0	3.0	26.0	24.0	36.0	1.0	39.0	22.0	22.0	57.0	7.0	1.0	4.0	20.0	18.0	21.0	31.0	43.0	3.0	22.0	21.0	9.0	3.0	7.0	12.0	7.0	1.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales; D_4__uncultured; Ambiguous_taxa; Ambiguous_taxa
FPLS01030566.16.1526	8.0	6.0	2.0	2.0	6.0	5.0	3.0	7.0	3.0	12.0	2.0	16.0	5.0	8.0	2.0	23.0	15.0	9.0	2.0	18.0	4.0	6.0	7.0	2.0	3.0	2.0	15.0	4.0	0.0	3.0	2.0	5.0	6.0	14.0	15.0	5.0	11.0	5.0	2.0	2.0	6.0	5.0	25.0	8.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Comamonas; Ambiguous_taxa
GQ057105.1.1323	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__Bdellovibrio; D_6__uncultured bacterium
EU133884.1.1364	2.0	1.0	2.0	2.0	0.0	0.0	3.0	2.0	1.0	3.0	0.0	2.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Nitrosomonadaceae; D_5__Ellin6067; D_6__uncultured bacterium
JF235940.1.1337	3.0	2.0	9.0	6.0	11.0	1.0	9.0	23.0	17.0	28.0	3.0	2.0	6.0	12.0	10.0	13.0	4.0	16.0	1.0	11.0	10.0	5.0	1.0	11.0	3.0	17.0	10.0	0.0	0.0	1.0	1.0	9.0	12.0	3.0	17.0	6.0	5.0	10.0	1.0	0.0	3.0	4.0	1.0	1.0	1.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales; D_4__Sporichthyaceae; D_5__uncultured; D_6__uncultured bacterium
LC221821.1.1416	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Spirosomaceae; D_5__Spirosoma; D_6__Spirosoma sp. 15J10-9T5
EF032765.1.1449	1.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__uncultured; D_6__uncultured Bacteroidetes bacterium
KC683105.1.1483	115.0	200.0	76.0	77.0	254.0	3.0	108.0	282.0	66.0	260.0	94.0	272.0	147.0	80.0	140.0	471.0	221.0	214.0	22.0	315.0	151.0	158.0	66.0	142.0	140.0	134.0	521.0	68.0	20.0	65.0	133.0	178.0	85.0	198.0	286.0	60.0	147.0	208.0	34.0	20.0	42.0	110.0	29.0	19.0	3.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae; D_5__uncultured; Ambiguous_taxa
FJ538117.1.1496	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__Gemmatimonadales; D_4__Gemmatimonadaceae; D_5__uncultured; Ambiguous_taxa
DQ906902.1.1472	60.0	29.0	2.0	7.0	19.0	11.0	5.0	46.0	4.0	11.0	7.0	12.0	6.0	3.0	6.0	84.0	17.0	0.0	0.0	52.0	2.0	6.0	23.0	7.0	4.0	3.0	75.0	4.0	0.0	2.0	1.0	0.0	2.0	2.0	7.0	1.0	1.0	10.0	1.0	2.0	0.0	0.0	24.0	15.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__P3OB-42; D_5__uncultured bacterium; D_6__uncultured bacterium
JN216845.1.1516	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Planococcaceae; D_5__Lysinibacillus; Ambiguous_taxa
AB240229.1.1485	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Flavisolibacter; Ambiguous_taxa
FR687496.1.1496	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__SC-I-84; D_5__uncultured bacterium; D_6__uncultured bacterium
